attraction_slug,step_order,kind,title,description,images
ubud-tegallalang-rice-terraces,1,reach,How to reach,"Fly into Bali's Ngurah Rai International (DPS). Ubud is 1 to 1.5 hours by car, longer in heavy traffic, and Tegallalang a further 30 minutes north. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
ubud-tegallalang-rice-terraces,2,prepare,What to prepare,"Carry a sarong and sash for temple visits, which are often provided at the entrance. Wear shoes with grip for the terrace paths, which can be muddy. Small cash is useful for donations and village entry fees.",
ubud-tegallalang-rice-terraces,3,custom,Best time to visit,"April to October is the dry season, with May, June and September the most pleasant. Visit Tegallalang soon after sunrise for mist and few people. Galungan, a major Balinese festival, brings bamboo poles and offerings to every village.",
uluwatu-temple,1,reach,How to reach,"Fly into Bali's Ngurah Rai International (DPS). The temple is about 45 minutes to an hour south by car, depending on traffic. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
uluwatu-temple,2,prepare,What to prepare,"Cover your knees; sarongs and sashes are provided at the gate. Remove hats and sunglasses near the monkeys and keep bags zipped. Buy kecak tickets early, online or at the gate, as the seats fill well before sunset.",
uluwatu-temple,3,custom,Best time to visit,"April to October brings dry weather and the clearest sunsets. Arrive in the late afternoon, walk the cliff paths, then take your seat for the kecak dance at dusk.",
uluwatu-temple,4,custom,Make it special,"Book a sunset dinner at one of the cliff-edge resorts nearby, or a private surf lesson on the Bukit's reef breaks earlier in the day.",
borobudur,1,reach,How to reach,"Fly into Yogyakarta International (YIA), about an hour by car to Borobudur, or connect via Jakarta or Bali. From central Yogyakarta the drive is 1 to 1.5 hours. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
borobudur,2,prepare,What to prepare,"Book the climbing ticket online well ahead, as daily numbers are capped; otherwise you can only view the monument from the grounds. Cover shoulders and knees, bring a hat and water, and expect heat by mid-morning.",
borobudur,3,custom,Best time to visit,"May to September is the dry season. Arrive early morning for softer light and cooler air. Vesak, usually in May or June, brings a candlelit procession of monks from nearby Mendut, though crowds are very large.",
borobudur,4,custom,Make it special,"Watch the sunrise over the monument and the surrounding volcanoes from Punthuk Setumbu hill, then combine the day with the Hindu temples of Prambanan with a private guide.",
komodo-national-park,1,reach,How to reach,"Fly to Labuan Bajo Komodo Airport (LBJ), usually via Bali (DPS), a flight of around an hour, or via Jakarta. Boats reach Rinca in about two hours and Komodo island in three to four. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
komodo-national-park,2,prepare,What to prepare,"Dragon walks must be made with park rangers; keep to the trail and never approach the animals. Bring reef-safe sunscreen, a hat, sturdy shoes for Padar and seasickness tablets. Diving here suits experienced divers because of strong currents.",
komodo-national-park,3,custom,Best time to visit,"April to November is the dry season, with calmer seas and clear water. Manta sightings are good across much of the year. Plan an early start for Padar at sunrise and dragon walks, before the midday heat.",
ha-long-bay,1,reach,How to reach,"Fly into Hanoi's Noi Bai International (HAN). The expressway to the Ha Long piers takes about 2.5 hours by car. Van Don International (VDO) is closer but has fewer flights. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
ha-long-bay,2,prepare,What to prepare,"Book a reputable small-ship cruise well ahead and choose one or two nights; a day trip feels rushed. Pack soft shoes for cave steps, swimwear and a light layer for the evenings on deck.",
ha-long-bay,3,custom,Best time to visit,"March to May and September to November bring the best mix of calm water and comfortable weather. June to August is hot and can bring typhoons that cancel sailings. Winter is cool and often misty, which suits the scenery but not swimming.",
ha-long-bay,4,custom,Make it special,"Charter a private junk for your party, with a chef, sunset drinks on the sundeck and an early morning kayak before other boats arrive.",
hoi-an-ancient-town,1,reach,How to reach,"Fly into Da Nang International (DAD). Hoi An is about 45 minutes south by car. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
hoi-an-ancient-town,2,prepare,What to prepare,"An old town ticket covers entry to a set number of historic houses and halls. Dress modestly for temples and assembly halls. Tailors can make clothes within a day or two, so order early in your stay.",
hoi-an-ancient-town,3,custom,Best time to visit,February to April is dry and mild. Summer is hot but good for the beaches. October and November bring heavy rain and occasional flooding of the old town. Visit at dawn for quiet lanes and after dusk for the lanterns.,
hoi-an-ancient-town,4,custom,Good to know,"Cars are kept out of much of the old town, so arrive on foot, by bicycle or by electric cart from your hotel.",
hanoi-old-quarter,1,reach,How to reach,"Fly into Noi Bai International (HAN), about 45 minutes by car from the Old Quarter. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
hanoi-old-quarter,2,prepare,What to prepare,"Carry small Vietnamese dong notes for street stalls. Cross roads at a slow, steady pace so motorbikes can flow around you. Cover shoulders and knees for temples.",
hanoi-old-quarter,3,custom,Best time to visit,"October to December and March to April are the most comfortable, with mild days and low humidity. Summer is hot and wet, and January to February can be grey and cool. Early morning shows the lake at its most local, with tai chi and badminton on the shore.",
hanoi-old-quarter,4,custom,Make it special,"Take a private evening food walk with a local guide, ending with a water puppet performance near the lake.",
hue-imperial-city,1,reach,How to reach,"Fly into Phu Bai International (HUI), about 30 minutes from the city. From Hoi An, the drive over the Hai Van Pass takes around three hours. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
hue-imperial-city,2,prepare,What to prepare,"Wear light clothing that covers shoulders and knees for the pagodas and tombs. Bring a hat and water, as the citadel has little shade. A driver makes it easy to combine two or three tombs in a day.",
hue-imperial-city,3,custom,Best time to visit,"February to April is the best window, mild and mostly dry. Summer is very hot, and September to December brings heavy rain and floods. Start at the citadel early, visit the tombs in the afternoon light, and finish with a boat on the river at dusk.",
gyeongbokgung-palace,1,reach,How to reach,"Fly into Incheon International (ICN). The AREX express train reaches Seoul Station in about 45 minutes, then it is a short subway or taxi ride to Gyeongbokgung station on Line 3. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
gyeongbokgung-palace,2,prepare,What to prepare,"The palace is closed on Tuesdays. Wear comfortable shoes for the gravel courtyards, and consider renting a hanbok nearby for free entry and a different experience of the palace.",
gyeongbokgung-palace,3,custom,Best time to visit,"April brings cherry and magnolia blossom, and late October to early November autumn colour. Arrive at opening for quiet courtyards, and check dates for the seasonal night openings, which sell out quickly.",
gyeongbokgung-palace,4,custom,Make it special,Book a private guide to explain court life and continue on foot to neighbouring Bukchon and the Secret Garden of Changdeokgung.,
bukchon-hanok-village,1,reach,How to reach,"Fly into Incheon International (ICN), then take the AREX train to Seoul Station, about 45 minutes, and continue by taxi or subway to Anguk station on Line 3. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
bukchon-hanok-village,2,prepare,What to prepare,"Wear comfortable shoes for steep, stepped lanes. Speak softly, do not enter private doorways and respect the visiting hours posted at the neighbourhood entrances.",
bukchon-hanok-village,3,custom,Best time to visit,"Spring and autumn are the most pleasant, with mild weather and clear light. Visit mid-morning on a weekday, when lanes are quietest, and combine it with Gyeongbokgung the same day.",
bukchon-hanok-village,4,custom,Make it special,"Take a private tea ceremony or a craft class, such as knot-making or natural dyeing, in one of the traditional workshops.",
jeju-island,1,reach,How to reach,"Fly into Jeju International (CJU), about an hour from Seoul Gimpo (GMP) on one of the world's busiest air routes. Hiring a car or driver is the easiest way to get around the island. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
jeju-island,2,prepare,What to prepare,"The Hallasan summit trails require an advance online reservation; book early and bring layers, as the summit is far colder than the coast. Carry a rain jacket, as the weather turns quickly.",
jeju-island,3,custom,Best time to visit,"April to May brings canola flowers and cherry blossom, and September to November clear skies and autumn silver grass. July and August are hot and busy, with typhoons possible. Climb Seongsan Ilchulbong at dawn for the sunrise over the sea.",
gyeongju-historic-areas,1,reach,How to reach,"Fly into Incheon International (ICN) and take the KTX from Seoul to Singyeongju, about two to 2.5 hours. Gimhae International (PUS) near Busan is about an hour by car. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
gyeongju-historic-areas,2,prepare,What to prepare,"Cover shoulders and knees for the temples. Wear comfortable shoes; the sites are spread out, so a car or bicycle helps. Seokguram involves a short uphill walk from the car park.",
gyeongju-historic-areas,3,custom,Best time to visit,"Early April brings cherry blossom around Bomun Lake, and late October to early November deep autumn colour at Bulguksa. Visit Bulguksa in the morning and Wolji Pond after dark.",
gardens-by-the-bay,1,reach,How to reach,"Fly into Singapore Changi (SIN), about 20 minutes by taxi. Bayfront MRT station is a short walk from the gardens. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
gardens-by-the-bay,2,prepare,What to prepare,"Book conservatory tickets online in advance, particularly at weekends. Wear light clothes and carry an umbrella for sudden showers; bring a light layer for the cool Cloud Forest.",
gardens-by-the-bay,3,custom,Best time to visit,"Singapore is warm all year. February to April tends to be drier, while November to January is the wettest period. Visit the conservatories in the afternoon heat, then stay for the evening light show at the Supertrees.",
marina-bay-waterfront,1,reach,How to reach,"Fly into Singapore Changi (SIN), about 20 to 25 minutes by taxi. Bayfront, Marina Bay and Raffles Place MRT stations all serve the waterfront. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
marina-bay-waterfront,2,prepare,What to prepare,Wear light clothing and carry water and an umbrella. Book the SkyPark observation deck or rooftop restaurants ahead for sunset slots.,
marina-bay-waterfront,3,custom,Best time to visit,"Visit year-round; February to April is usually drier. The late afternoon walk into sunset and the evening shows is the best time. The Formula One night race and the National Day celebrations in August bring the bay to life, and big crowds.",
marina-bay-waterfront,4,custom,Make it special,"Book a sunset table at a rooftop restaurant overlooking the bay, or a private bumboat on the Singapore River.",
sentosa-island,1,reach,How to reach,"Fly into Singapore Changi (SIN), about 25 to 30 minutes by car to Sentosa. From HarbourFront MRT, cross by the Sentosa Express monorail, the cable car or the walking boardwalk. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
sentosa-island,2,prepare,What to prepare,"Buy theme park tickets online ahead, especially during school holidays. Bring swimwear, sun protection and light rain gear.",
sentosa-island,3,custom,Best time to visit,"Any time of year works, with February to April usually driest. Weekdays outside school holidays are quietest. Arrive at opening for Universal Studios, then spend the late afternoon on the beach.",
north-male-atoll-resorts,1,reach,How to reach,"Fly into Velana International (MLE) on Hulhulé island. Resort speedboats take roughly 15 to 45 minutes to reach most North Malé Atoll islands. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
north-male-atoll-resorts,2,prepare,What to prepare,"Visa on arrival is free for all nationalities, but you need a confirmed resort booking. Pack light clothing, reef-safe sunscreen and a rash vest. Alcohol is served only at resorts, and modest dress is expected on local islands and in Malé.",
north-male-atoll-resorts,3,custom,Best time to visit,"December to April is the dry northeast monsoon season with calm seas and clear water. May to November brings more rain and wind, but also lower rates and the best surf. Snorkel the house reef in the morning, when the water is calm and fish are active.",
north-male-atoll-resorts,4,custom,Make it special,"Arrange a private sandbank dinner under the stars, or charter a yacht for a day of snorkelling and a sunset dolphin cruise.",
hanifaru-bay,1,reach,How to reach,"Fly into Velana International (MLE), then take a seaplane to Baa Atoll, about 35 to 45 minutes, or a domestic flight to Dharavandhoo (DRV) followed by a short boat ride. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
hanifaru-bay,2,prepare,What to prepare,"Excursions are run through licensed operators and resorts; ask your resort to book. Be a confident snorkeller, wear a rash vest and fins, and follow ranger instructions to keep your distance from the mantas.",
hanifaru-bay,3,custom,Best time to visit,"The season runs roughly from June to November, with the busiest feeding often between July and October, especially around the new and full moons. Sightings depend on tides and plankton, so allow several days in the atoll.",
hanifaru-bay,4,custom,Good to know,Choose a resort with a marine biologist on staff; they follow conditions closely and often call guests out at short notice when the mantas arrive.,
ari-atoll-whale-sharks,1,reach,How to reach,"Fly into Velana International (MLE), then take a seaplane to South Ari, about 25 to 35 minutes, or a domestic flight to Maamigili (VAM) and a short boat transfer. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
ari-atoll-whale-sharks,2,prepare,What to prepare,"Book with a licensed operator or through your resort. Bring a rash vest, reef-safe sunscreen and good fins; the sharks can move faster than they appear. Keep to the code of conduct and stay behind the guide.",
ari-atoll-whale-sharks,3,custom,Best time to visit,Whale sharks are present all year. December to April usually brings calmer seas and clearer water. Morning trips tend to have better conditions and fewer boats.,
ari-atoll-whale-sharks,4,custom,Make it special,"End the day with a private dinner at Ithaa, the undersea restaurant, surrounded by reef fish behind curved acrylic.",
sigiriya-rock-fortress,1,reach,How to reach,"Fly into Bandaranaike International (CMB) near Colombo. The drive to Sigiriya takes about four to five hours by car. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
sigiriya-rock-fortress,2,prepare,What to prepare,"Expect around 1,200 steps, some on exposed metal stairways, so wear shoes with grip and carry water. Dress modestly and keep noise low near the upper sections, where wild hornets nest.",
sigiriya-rock-fortress,3,custom,Best time to visit,"January to April is usually the driest period in the Cultural Triangle. Start at opening time to climb before the heat and crowds build. For a sunrise view of Sigiriya itself, climb neighbouring Pidurangala rock at dawn.",
sigiriya-rock-fortress,4,custom,Make it special,"Take a hot-air balloon flight over the Cultural Triangle at dawn in season, or a private guide who can explain the frescoes and water gardens.",
temple-of-the-tooth-kandy,1,reach,How to reach,"Fly into Bandaranaike International (CMB). Kandy is about three hours by car, or around three hours by train from Colombo Fort. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
temple-of-the-tooth-kandy,2,prepare,What to prepare,"Wear white or light clothing covering shoulders and knees. Remove shoes and hats before entering, and do not turn your back to Buddha images for photos. Socks help on hot stone floors.",
temple-of-the-tooth-kandy,3,custom,Best time to visit,"January to April is generally drier in the hills. Attend the evening puja for the drumming and ceremony. The Esala Perahera in July or August is extraordinary, but book seats and hotels months ahead.",
temple-of-the-tooth-kandy,4,custom,Make it special,"Continue to the Royal Botanic Gardens at Peradeniya with a private guide, or book a reserved balcony seat for the Perahera.",
ella-nine-arches-hill-country-train,1,reach,How to reach,"Fly into Bandaranaike International (CMB). Board the hill-country train at Kandy, about three hours from the airport by car, or drive directly to Ella in about six hours. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
ella-nine-arches-hill-country-train,2,prepare,What to prepare,"Reserved seats sell out weeks ahead, so book early or arrange tickets through your travel planner. Pack a warm layer for the hills and shoes for muddy hiking trails.",
ella-nine-arches-hill-country-train,3,custom,Best time to visit,"January to March is usually the clearest and driest period in the hill country. Take a morning train for the best light on the tea estates. Visit Nine Arches early, before the crowds, and check the train times to watch one cross.",
ella-nine-arches-hill-country-train,4,custom,Make it special,"Stay a night on a working tea estate bungalow along the way, with a private tea tasting and walks among the pickers.",
galle-fort,1,reach,How to reach,"Fly into Bandaranaike International (CMB). The Southern Expressway brings you to Galle in about two to 2.5 hours by car. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
galle-fort,2,prepare,What to prepare,"Wear light clothing, a hat and comfortable shoes for the ramparts. Dress modestly when visiting churches, mosques and temples.",
galle-fort,3,custom,Best time to visit,"December to April is the dry season on the southwest coast, with calm seas. Walk the ramparts early in the morning or at sunset. The Galle Literary Festival, usually in January, brings writers and events to the fort.",
galle-fort,4,custom,Make it special,"Book a tuk-tuk tour with a local historian, then lunch at a beach villa on the coast east of the fort.",
tbilisi-old-town-sulphur-baths,1,reach,How to reach,"Fly into Tbilisi International Airport (TBS); the old town is about 30 minutes by car. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
tbilisi-old-town-sulphur-baths,2,prepare,What to prepare,"Pakistani passport holders can generally apply for a Georgian e-visa in advance; check the current e-visa rules before booking. Wear comfortable shoes for steep cobbles, and bring swimwear only if you prefer it in a private bath room. Carry a scarf for church visits; women are expected to cover their heads.",
tbilisi-old-town-sulphur-baths,3,custom,Best time to visit,"May to June and September to October bring mild weather for walking. Take the baths in the early evening, then walk up to Narikala for sunset views over the city.",
tbilisi-old-town-sulphur-baths,4,custom,Make it special,"Reserve a private bath room for two, then continue to a wine bar in Sololaki with a sommelier-led tasting of qvevri wines.",
mtskheta-svetitskhoveli-jvari,1,reach,How to reach,"Fly into Tbilisi International Airport (TBS); Mtskheta is about 30 to 40 minutes north by car. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
mtskheta-svetitskhoveli-jvari,2,prepare,What to prepare,"Churches expect modest dress: women should cover their heads and wear a skirt, and men should avoid shorts. Wraps are often provided at the door. Pakistani passport holders can generally apply for a Georgian e-visa in advance; check the current e-visa rules before booking.",
mtskheta-svetitskhoveli-jvari,3,custom,Best time to visit,"Spring and autumn are most comfortable. Go early in the morning to reach Jvari before tour groups, and avoid Sunday morning services if you want quiet interiors.",
mtskheta-svetitskhoveli-jvari,4,custom,Good to know,Svetitskhoveli is an active church. Photography during services is best avoided.,
gergeti-trinity-church-kazbegi,1,reach,How to reach,"Fly into Tbilisi International Airport (TBS), then drive about three hours north on the Georgian Military Road to Stepantsminda. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
gergeti-trinity-church-kazbegi,2,prepare,What to prepare,"Bring warm layers even in summer, sturdy shoes for the hike, and a head covering and long skirt or wrap for the church. Pakistani passport holders can generally apply for a Georgian e-visa in advance; check the current e-visa rules before booking.",
gergeti-trinity-church-kazbegi,3,custom,Best time to visit,"June to September is best, when the road is reliably open and trails are clear of snow. Early morning gives the clearest views of Kazbek.",
gergeti-trinity-church-kazbegi,4,custom,Good to know,Heavy snow can close the Jvari Pass in winter. Check road conditions before setting out.,
upper-svaneti-mestia-ushguli,1,reach,How to reach,"Fly into Tbilisi International Airport (TBS) or Kutaisi International Airport (KUT). Mestia is a long drive, around eight to nine hours from Tbilisi or four to five from Kutaisi, and small domestic flights from Tbilisi run on a limited, weather-dependent schedule. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
upper-svaneti-mestia-ushguli,2,prepare,What to prepare,"Pack layers, rain gear and proper walking boots, as weather changes quickly in the mountains. Carry cash for village guesthouses and small cafés. Pakistani passport holders can generally apply for a Georgian e-visa in advance; check the current e-visa rules before booking.",
upper-svaneti-mestia-ushguli,3,custom,Best time to visit,"July to September is best for hiking and for the rough road to Ushguli. Winter brings skiing near Mestia, but some routes can be cut off by snow.",
upper-svaneti-mestia-ushguli,4,custom,Make it special,"Hire a private driver and guide with a 4x4 for Ushguli, and walk part of the route between villages.",
sighnaghi-kakheti-wine-country,1,reach,How to reach,"Fly into Tbilisi International Airport (TBS); Sighnaghi is about two hours east by car. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
sighnaghi-kakheti-wine-country,2,prepare,What to prepare,"Arrange a driver so you can taste freely, and book estate visits ahead. Carry a head covering and modest clothing for Bodbe Monastery. Pakistani passport holders can generally apply for a Georgian e-visa in advance; check the current e-visa rules before booking.",
sighnaghi-kakheti-wine-country,3,custom,Best time to visit,"September and October bring rtveli, the grape harvest, with the liveliest cellars. Spring is green and quiet; summer afternoons can be hot in the valley.",
sighnaghi-kakheti-wine-country,4,custom,Make it special,"Book a private supra, a traditional Georgian feast, at a family winery with a tamada, the toastmaster, leading the table.",
baku-old-city-icherisheher,1,reach,How to reach,"Fly into Heydar Aliyev International Airport (GYD); the old city is about 30 minutes by car. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
baku-old-city-icherisheher,2,prepare,What to prepare,"Pakistani passport holders can generally obtain an Azerbaijani e-visa online; check the current e-visa rules before travelling. Wear comfortable shoes for stone lanes, and carry a scarf for mosque visits.",
baku-old-city-icherisheher,3,custom,Best time to visit,"April to June and September to October are most pleasant. Walk the old city in the morning, then return after dark when the walls are lit.",
baku-old-city-icherisheher,4,custom,Make it special,"Book a private guide for the Shirvanshahs' Palace, then visit a carpet dealer for an unhurried introduction to Azerbaijani weaving.",
baku-flame-towers-boulevard,1,reach,How to reach,"Fly into Heydar Aliyev International Airport (GYD); central Baku is about 30 minutes by car. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
baku-flame-towers-boulevard,2,prepare,What to prepare,"Pakistani passport holders can generally obtain an Azerbaijani e-visa online; check the current e-visa rules before travelling. Bring a light jacket, as Baku is known for strong winds off the sea.",
baku-flame-towers-boulevard,3,custom,Best time to visit,"Spring and autumn are best for walking the boulevard. Come in the evening: stroll at sunset, then watch the towers light up after dark.",
gobustan-rock-art-mud-volcanoes,1,reach,How to reach,"Fly into Heydar Aliyev International Airport (GYD); Gobustan is about an hour's drive south-west of Baku. The mud volcanoes are reached by local vehicles on an unpaved track from Gobustan village. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
gobustan-rock-art-mud-volcanoes,2,prepare,What to prepare,"Pakistani passport holders can generally obtain an Azerbaijani e-visa online; check the current e-visa rules before travelling. Wear closed shoes you do not mind getting muddy, and bring sun protection and water, as there is little shade.",
gobustan-rock-art-mud-volcanoes,3,custom,Best time to visit,Spring and autumn avoid the summer heat. Go in the morning for softer light on the carvings. After heavy rain the track to the volcanoes can be impassable.,
sheki-khans-palace,1,reach,How to reach,"Fly into Heydar Aliyev International Airport (GYD), then drive about five hours north-west to Sheki through the Caucasus foothills. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
sheki-khans-palace,2,prepare,What to prepare,"Pakistani passport holders can generally obtain an Azerbaijani e-visa online; check the current e-visa rules before travelling. Carry cash for workshops and the bazaar, and leave time to try piti, the local lamb stew, and Sheki halva.",
sheki-khans-palace,3,custom,Best time to visit,May to June and September to October bring mild days and green hills. Arrive at opening time to see the palace interiors before groups.,
sheki-khans-palace,4,custom,Make it special,"Combine Sheki with Gabala on a private road journey, stopping at villages and craft workshops along the way.",
gabala-mountain-resort,1,reach,How to reach,"Fly into Heydar Aliyev International Airport (GYD), then drive about three and a half to four hours north-west to Gabala. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
gabala-mountain-resort,2,prepare,What to prepare,"Pakistani passport holders can generally obtain an Azerbaijani e-visa online; check the current e-visa rules before travelling. Pack layers and walking shoes, as mountain weather is cooler and wetter than Baku.",
gabala-mountain-resort,3,custom,Best time to visit,June to September suits walking and the lakes; December to March brings snow for skiing at Tufandag. Early mornings are calm at Nohur Lake.,
samarkand-registan,1,reach,How to reach,"Fly into Samarkand International Airport (SKD), about 20 minutes from the Registan, or into Tashkent (TAS) and take the high-speed Afrosiyob train, about two to two and a half hours. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
samarkand-registan,2,prepare,What to prepare,"Book train seats well ahead in spring and autumn. Dress modestly with shoulders and knees covered, and carry a scarf for mosque interiors. Check the current e-visa rules for Uzbekistan before travelling.",
samarkand-registan,3,custom,Best time to visit,"April to May and September to October bring mild weather. Visit in the early morning for quiet courtyards, and return at dusk when the square is lit.",
samarkand-registan,4,custom,Make it special,"Arrange a private guide with a historian's background, and dinner on a terrace overlooking the illuminated square.",
samarkand-shah-i-zinda,1,reach,How to reach,"Fly into Samarkand International Airport (SKD), or take the Afrosiyob train from Tashkent (TAS), about two to two and a half hours. The site is a short drive from the Registan. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
samarkand-shah-i-zinda,2,prepare,What to prepare,"This is a pilgrimage site, so dress modestly and keep voices low. Women should carry a headscarf. Wear comfortable shoes for the steps.",
samarkand-shah-i-zinda,3,custom,Best time to visit,"Spring and autumn are best. Arrive early in the morning, when the low sun lights the tilework and pilgrims outnumber tourists.",
bukhara-old-city,1,reach,How to reach,"Fly into Bukhara International Airport (BHK), about 15 minutes from the old city, or take the Afrosiyob train from Tashkent, about four hours, or from Samarkand, about one and a half hours. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
bukhara-old-city,2,prepare,What to prepare,"Book trains ahead and dress modestly, with a scarf for mosques. Carry cash in local currency for the bazaars and trading domes.",
bukhara-old-city,3,custom,Best time to visit,"April to May and September to October are best; summer afternoons are very hot. Explore in the morning and evening, and rest at midday.",
bukhara-old-city,4,custom,Make it special,"Ask for a private dinner in a restored madrasa courtyard, or a visit to a master suzani embroiderer's workshop.",
khiva-itchan-kala,1,reach,How to reach,"Fly into Urgench International Airport (UGC), about 40 minutes by car from Khiva. Trains also connect Khiva with Bukhara and Tashkent. From Pakistan, usually one stop via Dubai, Doha, Abu Dhabi or Istanbul.",
khiva-itchan-kala,2,prepare,What to prepare,"A combined ticket covers most monuments; buy it at the West Gate. Bring sun protection, water and modest clothing. Check the current e-visa rules for Uzbekistan before travelling.",
khiva-itchan-kala,3,custom,Best time to visit,April to May and September to October bring comfortable days. Summers are very hot and winters are cold. Early morning and sunset give the best light and fewest crowds.,
khiva-itchan-kala,4,custom,Make it special,"Arrange a private evening walk with a local historian, ending on a rooftop terrace for dinner.",
